Account or Security,Coupon,Maturity Date,Quantity,Cost Value,Market Value,Year,Industry
EXELON CORP,1.55,06/09/17,220000,219850.4,219072.26,2015,
EXELON CORP,2.85,06/15/20,495000,494905.95,500284.13,2016,
EXELON CORP,3.95,06/15/25,435000,451725.75,447196.1,2016,
EXELON CORP,1.55,06/09/17,662000,661549.84,660795.16,2016,
EXELON CORP,1.55,06/09/17,220000,219850.4,219599.6,2016,
EXELON CORP,3.95,06/15/25,435000,451725.75,453328.29,2017,
EXELON CORP,3.95,06/15/25,435000,451725.75,432378.69,2018,
EXELON CORP,3.95,06/15/25,435000,451725.75,461735.54,2019,
EXELON CORP,3.95,06/15/25,1335000,1447242.75,1499829.71,2020,
EXELON CORP,3.95,06/15/25,1335000,1447242.75,1468985.26,2021,
EXELON CORP,3.35,03/15/32,458000,457688.56,410489.8,2022,
EXELON CORP,3.95,06/15/25,1335000,1447242.75,1330403.82,2022,
EXELON CORP,3.35,03/15/32,458000,413617.1,397954.38,2023,
EXELON CORP,3.95,06/15/25,1335000,1447242.75,1290825.6,2023,
EXELON GENERATION CO LLC,6.2,10/01/17,773000,896927.36,873525.55,2013,
EXELON GENERATION CO LLC,5.35,01/15/14,1250000,1265412.5,1251976.25,2013,
EXELON GENERATION CO LLC,5.35,01/15/14,500000,511735,500790.5,2013,
EXELON GENERATION CO LLC,6.2,10/01/17,773000,896927.36,858976.92,2014,
EXELON GENERATION CO LLC,6.2,10/01/17,773000,896927.36,824729.93,2015,
EXELON GENERATION CO LLC,6.2,10/01/17,773000,896927.36,798958.89,2016,
EXELON GENERATION CO LLC,5.2,10/01/19,942000,960632.76,947712.29,2019,
EXELON GENERATION CO LLC,5.6,06/15/42,360000,350779.6,347842.25,2023,
EXPEDIA GROUP INC,4.63,08/01/27,250000,249057.5,242261.96,2023,
EXPEDIA GROUP INC,6.25,05/01/25,400000,414556,401300.81,2023,
EXPRESS SCRIPTS HOLDINGS,2.65,02/15/17,560000,559409,577178,2013,
EXPRESS SCRIPTS HOLDINGS,2.1,02/12/15,929000,941049.13,942463.99,2013,
EXPRESS SCRIPTS HOLDINGS,2.65,02/15/17,560000,559409,572596.64,2014,
EXPRESS SCRIPTS HOLDINGS,2.65,02/15/17,913000,946351.89,933537.02,2014,
EXPRESS SCRIPTS HOLDINGS,3.125,05/15/16,150000,157035,154191.45,2014,
EXPRESS SCRIPTS HOLDINGS,2.65,02/15/17,560000,559409,565499.76,2015,
EXPRESS SCRIPTS HOLDINGS,2.65,02/15/17,913000,946351.89,921966.57,2015,
EXPRESS SCRIPTS HOLDINGS,3.125,05/15/16,135000,141331.5,135900.85,2015,
EXPRESS SCRIPTS HOLDINGS,3.125,05/15/16,1040000,1062951.13,1046939.88,2015,
EXPRESS SCRIPTS HOLDINGS,3,07/15/23,400000,405284,387205.2,2016,
EXPRESS SCRIPTS HOLDINGS,3,07/15/23,900000,901989,893743.2,2017,
EXPRESS SCRIPTS HOLDINGS,3,07/15/23,900000,901989,853711.2,2018,
EXPRESS SCRIPTS HOLDINGS,3,07/15/23,900000,901989,911043.9,2019,
EXXON MOBIL CORP 1.708% DUE 03,1.305,03/06/18,710000,710000,708871.8,2015,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.305,03/06/18,705000,705352,703879.75,2015,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.31,03/06/18,710000,710000,709831.73,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.71,03/01/19,1352000,1352000,1354921.72,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.31,03/06/18,705000,705352,704832.91,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.44,03/01/18,150000,150000,150180.3,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.71,03/01/19,145000,145000,145313.35,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.54,02/28/18,2135000,2135000,2148296.78,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.54,02/28/18,2400000,2400000,2414947.2,2016,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.71,03/01/19,1352000,1352000,1348839.02,2017,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.71,03/01/19,145000,145000,144660.99,2017,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.07,02/28/18,2400000,2400000,2401444.8,2017,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.71,03/01/19,1352000,1352000,1345189.98,2018,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.61,10/15/30,1140000,1140000,1220416.64,2020,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,3.29,03/19/27,845000,845000,948273.84,2020,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.57,04/15/23,1600000,1619840,1642105.33,2020,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,0.72,08/16/22,2960000,2960000,2966520.47,2020,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.22,03/01/21,4600000,4615134,4652873.87,2020,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.61,10/15/30,770000,770000,811572.95,2021,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.99,03/19/25,220000,241287.2,235969.3,2021,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,0.49,08/16/22,2960000,2960000,2969602.3,2021,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.99,03/19/25,24000,26322.24,23629.8,2022,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,1.74,08/16/22,2960000,2960000,2956819.86,2022,oil_gas
EXXON MOBIL CORP 1.708% DUE 03,2.02,08/16/24,200000,195974,192799.07,2023,oil_gas
FDIC STRUCT SALE GTD NTS,0,10/25/12,1170000,1119868.89,1160745.3,2011,
FE USD 10YR NEW ISSUE ,4.15,07/15/27,545000,523226.85,517658.39,2023,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,1264000,1255644.96,1254797.51,2021,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,220000,218545.8,218398.3,2021,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,727000,722194.53,650417.94,2022,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,220000,218545.8,196825.24,2022,
FEDERAL RLTY INVT TR 1.25% DUE,3.95,01/15/24,40000,41940.8,39915.28,2022,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,727000,722194.53,649071.29,2023,
FEDERAL RLTY INVT TR 1.25% DUE,1.25,02/15/26,220000,218545.8,196417.72,2023,
FEDERAL RLTY INVT TR 1.25% DUE,3.95,01/15/24,40000,41940.8,39543.66,2023,
FEDERATED RETAIL FD,5.35,03/15/12,320000,319788.8,326800,2009,
FEDERATED RETAIL FD,5.35,03/15/12,320000,319788.8,330400,2010,
FEDERATED RETAIL FD,5.35,03/15/12,320000,319788.8,322195.2,2011,
FEDERATION DES CAISSES D,1.71,10/30/20,387000,387000,387584.37,2017,
FEDERATION DES CAISSES D,2.69,10/30/20,387000,387000,387084.75,2018,
FEDERATION DES CAISSES D,2.25,10/30/20,1796000,1779009.84,1796391.53,2019,
FEDERATION DES CAISSES D,2.91,10/30/20,387000,387000,387713.24,2019,
FEDERATION DES CAISSES D,2.05,02/10/25,400000,399508,411630.08,2020,
FEDERATION DES CAISSES D,2.25,10/30/20,1796000,1779009.84,1807210.47,2020,
FEDERATION DES CAISSES D,0.45,10/07/23,520000,519365.6,519828.1,2021,
FEDERATION DES CAISSES D,0.7,05/21/24,1500000,1499730,1497945,2021,
FEDERATION DES CAISSES D,2.05,02/10/25,400000,399508,413170.86,2021,
FEDERATION DES CAISSES D,0.45,05/21/24,200000,200000,200524,2021,
FEDERATION DES CAISSES D,0.45,05/21/24,1400000,1400000,1403668,2021,
FEDERATION DES CAISSES D,0.45,05/21/24,1341000,1341000,1344513.42,2021,
FEDERATION DES CAISSES D,0.45,10/07/23,520000,519365.6,500963.04,2022,
FEDERATION DES CAISSES D,0.7,05/21/24,1500000,1499730,1409715.27,2022,
FEDERATION DES CAISSES D,2.05,02/10/25,400000,399508,377675.68,2022,
FEDERATION DES CAISSES D,1.44,05/21/24,200000,200000,196405.55,2022,
FEDERATION DES CAISSES D,1.44,05/21/24,1400000,1400000,1374838.84,2022,
FEDERATION DES CAISSES D,1.44,05/21/24,1341000,1341000,1316899.2,2022,
FEDERATION DES CAISSES D,0.45,10/07/23,520000,519365.6,512648.03,2023,
FEDERATION DES CAISSES D,0.7,05/21/24,1500000,1499730,1432388.87,2023,
FEDERATION DES CAISSES D,2.05,02/10/25,400000,399508,375368.77,2023,
FEDERATION DES CAISSES D,5.28,01/23/26,350000,350000,342812.17,2023,
FEDERATION DES CAISSES D,5.5,05/21/24,1400000,1400000,1397174.37,2023,
FEDERATION DES CAISSES D,0.7,05/21/24,437000,411015.98,417302.62,2023,
FEDERATION DES CAISSES D,5.5,05/21/24,1341000,1341000,1338293.45,2023,
FEDEX CORP,2.63,08/01/22,300000,299238,298460.1,2012,
FEDEX CORP,2.625,08/01/22,300000,299238,271193.4,2013,
FEDEX CORP,2.625,08/01/22,300000,299238,293748,2014,
FEDEX CORP,2.625,08/01/22,300000,299238,292245,2015,
FEDEX CORP,2.63,08/01/22,60000,58503.6,60416.4,2019,
FEDEX CORP,3.4,01/14/22,250000,249956.6,256306.25,2019,
FEDEX CORP,2.63,08/01/22,60000,58503.6,62404.38,2020,
FEDEX CORP,3.4,01/14/22,250000,249956.6,260309.31,2020,
FEDEX CORP,2.63,08/01/22,504000,497412.72,524196.76,2020,
FEL ENERGY VI S A R L 5.75% DU,5.75,12/01/40,255910.62,268386.26,218949.73,2023,
FERGUSON FIN PLC 4.5% ,4.5,10/24/28,1407000,1402075.5,1469890.09,2019,
FERGUSON FIN PLC 4.5% ,4.5,10/24/28,1207000,1202775.5,1339973.92,2020,
FERGUSON FIN PLC 4.5% ,4.5,10/24/28,1207000,1202775.5,1404645.97,2021,
FERGUSON FIN PLC 4.5% ,4.5,10/24/28,1207000,1202775.5,1172249.23,2022,
FERGUSON FIN PLC 4.5% ,4.5,10/24/28,1207000,1202775.5,1156528.97,2023,
FERGUSON FIN PLC 4.5% ,3.25,06/02/30,334000,273365.64,289824.83,2023,
FIDELITY NATL INFORMATION SVCS,1.45,06/05/17,545000,544504.05,541947.45,2014,
FIDELITY NATL INFORMATION SVCS,1.45,06/05/17,545000,544504.05,537624.51,2015,
FIDELITY NATL INFORMATION SVCS,1.45,06/05/17,545000,544504.05,545215.82,2016,
FIDELITY NATL INFORMATION SVCS,3.5,04/15/23,155000,159388.05,165945.36,2020,
FIDELITY NATL INFORMATION SVCS,0.38,03/01/23,650000,649486.5,649164.35,2021,
FIDELITY NATL INFORMATION SVCS,0.6,03/01/24,80000,79952.8,79890.37,2021,
FIDELITY NATL INFORMATION SVCS,0.38,03/01/23,1363000,1362836.44,1361247.7,2021,
FIDELITY NATL INFORMATION SVCS,0.38,03/01/23,650000,649486.5,636508.03,2022,
FIDELITY NATL INFORMATION SVCS,0.6,03/01/24,80000,79952.8,75719.15,2022,
FIDELITY NATL INFORMATION SVCS,0.38,03/01/23,1363000,1362836.44,1334708.39,2022,
FIDELITY NATL INFORMATION SVCS,4.5,07/15/25,170000,169938.8,166187.11,2023,
FIDELITY NATL INFORMATION SVCS,4.5,07/15/25,120000,119956.8,117308.55,2023,
FIDELITY NATL INFORMATION SVCS,0.6,03/01/24,250000,239522.5,241258.38,2023,
FIFTH THIRD BANCORP,6.25,05/01/13,1000000,1032585,1018987,2012,
FIFTH THIRD BANCORP,1.15,11/18/16,1065000,1064723.1,1064261.95,2013,
FIFTH THIRD BANCORP,1.15,11/18/16,1065000,1064723.1,1062958.39,2014,
FIFTH THIRD BANCORP,4.75,02/01/15,1800000,1843236,1805778,2014,
FIFTH THIRD BANCORP,0.742,11/18/16,1600000,1605744,1603392,2014,
FIFTH THIRD BANCORP,0.874,11/18/16,1600000,1605744,1599769.6,2015,
FIFTH THIRD BANCORP,2.88,07/27/20,450000,465336,454950,2016,
FIFTH THIRD BANCORP,2.88,07/27/20,650000,672743.5,657150,2016,
FIFTH THIRD BANCORP,2.3,03/15/19,812000,811813.24,817476.94,2016,
FIFTH THIRD BANCORP,1.63,09/27/19,700000,698838,691629.4,2016,
FIFTH THIRD BANCORP,2.15,08/20/18,1215000,1223511,1222676.37,2016,
FIFTH THIRD BANCORP,2.88,07/27/20,1350000,1381724.5,1364268.15,2017,
FIFTH THIRD BANCORP,1.63,10/30/20,250000,250000,249645.75,2017,
FIFTH THIRD BANCORP,2.38,04/25/19,750000,758235,752170.5,2017,
FIFTH THIRD BANCORP,2.15,08/20/18,1215000,1223511,1216422.77,2017,
FIFTH THIRD BANCORP,2.3,03/01/19,1341000,1350346.77,1342091.57,2017,
FIFTH THIRD BANCORP,2.88,07/27/20,1950000,1988175.52,1939027.35,2018,
FIFTH THIRD BANCORP,2.38,04/25/19,750000,758235,747042,2018,
FIFTH THIRD BANCORP,2.15,08/20/18,1215000,1223511,1214837.19,2018,
FIFTH THIRD BANCORP,2.3,03/01/19,1341000,1350346.77,1336230.06,2018,
FIFTH THIRD BANCORP,2.88,07/27/20,1950000,1988175.52,1958952.45,2019,
FIFTH THIRD BANCORP,3.35,07/26/21,420000,420093,428895.6,2019,
FIFTH THIRD BANCORP,2.88,07/27/20,2994000,2980287.48,3007745.45,2019,
FIFTH THIRD BANCORP,1.63,05/05/23,30000,29980.8,30771.21,2020,
FIFTH THIRD BANCORP,1.8,01/30/23,400000,399664,410707.27,2020,
FIFTH THIRD BANCORP,1.63,05/05/23,1638000,1636951.68,1680108,2020,
FIFTH THIRD BANCORP,2.6,06/15/22,303000,303963.54,314139.96,2020,
FIFTH THIRD BANCORP,2.38,01/28/25,75000,74979,79151.14,2020,
FIFTH THIRD BANCORP,1.63,05/05/23,30000,29980.8,30597.67,2021,
FIFTH THIRD BANCORP,1.63,05/05/23,1038000,1037335.68,1058679.4,2021,
FIFTH THIRD BANCORP,2.6,06/15/22,303000,303963.54,309277.13,2021,
FIFTH THIRD BANCORP,2.38,01/28/25,75000,74979,78630.57,2021,
FIFTH THIRD BANCORP,2.6,06/15/22,290000,296032,296007.81,2021,
FIFTH THIRD BANCORP,1.63,05/05/23,30000,29980.8,29549.32,2022,
FIFTH THIRD BANCORP,2.38,01/28/25,150000,154992,143649.58,2022,
FIFTH THIRD BANCORP,4.06,04/25/28,40000,40000,38999.64,2022,
FIFTH THIRD BANCORP,1.63,05/05/23,1038000,1037335.68,1022406.47,2022,
FIFTH THIRD BANCORP,2.38,01/28/25,75000,74979,71824.79,2022,
FIFTH THIRD BANCORP,4.77,07/28/30,175000,162669.5,163526.61,2023,
FIFTH THIRD BANCORP,2.38,01/28/25,150000,154992,140377.19,2023,
FIFTH THIRD BANCORP,4.06,04/25/28,40000,40000,36800.94,2023,
FIFTH THIRD BANCORP,5.85,10/27/25,330000,330000,321452.45,2023,
FIFTH THIRD BANCORP,2.38,01/28/25,75000,74979,70188.59,2023,
FIFTH THIRD BANCORP,3.65,01/25/24,3578000,3512415.26,3526938.51,2023,
FIFTH THIRD BANCORP,2.38,01/28/25,75000,70445.25,70188.59,2023,
FIFTH THIRD BANCORP,2.25,02/01/27,240000,211810.2,209990.82,2023,
FIFTH THIRD BANCORP,5.85,10/27/25,75000,74051.25,73057.37,2023,
FIRST REP BK SAN FRANCISCO CAL,1.91,02/12/24,780000,780000,798142,2020,
FIRST REP BK SAN FRANCISCO CAL,1.91,02/12/24,780000,780000,796934.64,2021,
FIRST REP BK SAN FRANCISCO CAL,1.91,02/12/24,780000,780000,770915.98,2022,
FIRST REPUBLIC BANK 2.5% ,2.5,06/06/22,640000,639468.8,640743.04,2019,
FIRST REPUBLIC BANK 2.5% ,2.5,06/06/22,1090000,1090791.8,1121915.18,2020,
FIRST REPUBLIC BANK 2.5% ,2.5,06/06/22,1090000,1090791.8,1109507.64,2021,
FIRSTENERGY CORP,6.45,11/15/11,9000,9499.5,9650.27,2009,
FIRSTENERGY CORP,4.8,02/15/15,315000,314861.4,321518.3,2009,
FIRSTENERGY CORP,6.45,11/15/11,9000,9499.5,9366.2,2010,
FIRSTENERGY CORP,4.8,02/15/15,315000,314861.4,330776.46,2010,
FIRSTENERGY CORP,4.8,02/15/15,115000,114949.4,122738.23,2011,
FIRSTENERGY CORP,4.8,02/15/15,115000,114949.4,123497.69,2012,
FIRSTENERGY CORP,3.4,03/01/50,205000,141395.9,141277.8,2023,
FISERV INC 2.75% DUE ,3.2,07/01/26,570000,569960.1,581787.6,2019,
FISERV INC 2.75% DUE ,3.5,07/01/29,285000,284521.2,292946.94,2019,
FISERV INC 2.75% DUE ,2.75,07/01/24,370000,369378.4,373297.44,2019,
FISERV INC 2.75% DUE ,2.75,07/01/24,200000,199664,201782.4,2019,
FISERV INC 2.75% DUE ,2.65,06/01/30,930000,928363.2,985400.1,2020,
FISERV INC 2.75% DUE ,3.2,07/01/26,570000,569960.1,630881.64,2020,
FISERV INC 2.75% DUE ,3.5,07/01/29,285000,284521.2,320374.45,2020,
FISERV INC 2.75% DUE ,2.75,07/01/24,370000,369378.4,394536.55,2020,
FISERV INC 2.75% DUE ,2.75,07/01/24,60000,59899.2,63978.9,2020,
FISERV INC 2.75% DUE ,2.75,07/01/24,370000,369378.4,390344.17,2021,
FISERV INC 2.75% DUE ,2.75,07/01/24,60000,59899.2,63299.05,2021,
FISERV INC 2.75% DUE ,2.75,07/01/24,370000,369378.4,360910.07,2022,
FISERV INC 2.75% DUE ,2.75,07/01/24,60000,59899.2,58525.96,2022,
FISERV INC 2.75% DUE ,3.5,07/01/29,335000,311948.65,305766.44,2023,
FISERV INC 2.75% DUE ,2.75,07/01/24,370000,369378.4,358980.23,2023,
FISERV INC 2.75% DUE ,2.75,07/01/24,360000,354034.2,349278.06,2023,
FISERV INC 2.75% DUE ,3.8,10/01/23,200000,198118,198999.48,2023,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1071629,2017,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1028915,2018,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1071963,2019,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1113968.97,2020,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1090189.67,2021,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,1005501.55,2022,
FIVE CORNERS FDG TR SECS,4.42,11/15/23,1000000,1074820,989013.37,2023,
FL PWR & LT CO,5.55,11/01/17,335000,334906.2,361544.06,2009,
FLORIDA POWER & LIGHT COMPANY,1.67,11/06/20,1000000,1000000,999997,2017,
FLORIDA POWER & LIGHT COMPANY,2.64,11/06/20,1000000,1000000,1000040,2018,
FLORIDA POWER & LIGHT COMPANY,2.97,05/06/22,3195000,3195070,3196447.34,2019,
FLORIDA POWER & LIGHT COMPANY,2.97,05/06/22,4500000,4500000,4502038.51,2019,
FLORIDA POWER & LIGHT COMPANY,0.56,07/28/23,3955000,3955844.16,3955289.98,2021,
FLORIDA POWER & LIGHT COMPANY,0.56,07/28/23,1400000,1400000,1400102.65,2021,
FLORIDA POWER & LIGHT COMPANY,0.27,05/10/23,1220000,1220000,1219305.82,2021,
FLORIDA POWER & LIGHT COMPANY,0.56,07/28/23,1901000,1901000,1901139.38,2021,
FLORIDA POWER & LIGHT COMPANY,2.45,02/03/32,673000,671923.2,586415.28,2022,
FLORIDA POWER & LIGHT COMPANY,1.19,05/10/23,4280000,4280287.1,4245317.83,2022,
FLORIDA POWER & LIGHT COMPANY,1.19,05/10/23,1220000,1220000,1210113.96,2022,
FLORIDA POWER & LIGHT COMPANY,1.1,01/12/24,1199000,1199000,1182222.67,2022,
FLORIDA POWER & LIGHT COMPANY,2.45,02/03/32,673000,671923.2,566167.22,2023,
FLORIDA POWER & LIGHT COMPANY,5.05,04/01/28,508000,524123.92,511902.48,2023,
FLORIDA POWER & LIGHT COMPANY,5.05,04/01/28,290000,289623,292227.79,2023,
FLORIDA POWER & LIGHT COMPANY,4.4,05/15/28,75000,74929.25,73590.91,2023,
FLORIDA POWER & LIGHT COMPANY,4.45,05/15/26,1400000,1399342,1385369.27,2023,
FLORIDA POWER & LIGHT COMPANY,3.25,06/01/24,2635000,2582247.3,2581292.11,2023,
FLORIDA POWER & LIGHT COMPANY,5.39,01/12/24,1199000,1199000,1199021.53,2023,
FLORIDA PWR CORP 5.8%,5.8,09/15/17,695000,724926.7,716734.74,2016,
FLORIDA PWR CORP 5.8%,5.8,09/15/17,393000,418816.17,405290.29,2016,
FMC CORP 3.2% DUE 10-01-2026/0,3.2,10/01/26,60000,61251,57138.8,2022,
FMC CORP 3.2% DUE 10-01-2026/0,5.15,05/18/26,545000,544792.9,536154.45,2023,
FMC CORP 3.2% DUE 10-01-2026/0,3.2,10/01/26,370000,355839.3,343424.76,2023,
FMC CORP 3.2% DUE 10-01-2026/0,5.15,05/18/26,180000,179973,177078.53,2023,
FMG RES AUG 2006 FIXED 9.75% D,9.75,03/01/22,85000,99131.25,94052.5,2017,
FORD CREDIT,1.21,01/15/12,650000,649968.61,651794.65,2009,
FORD CREDIT,0.68,12/15/12,745000,744955.82,745083.44,2011,
FORD CREDIT,2.24,02/15/16,571000,582776.88,580927.4,2012,
FORD MOTOR CR CO,3,06/12/17,580000,580255.2,595906.5,2012,
FORD MOTOR CR CO,3,06/12/17,580000,580255.2,602804.44,2013,
FORD MOTOR CR CO,3,06/12/17,580000,580255.2,595084.06,2014,
FORD MOTOR CR CO,1.7,05/09/16,540000,548537.4,541911.6,2014,
FORD MOTOR CR CO,1.684,09/08/17,460000,460000,456339.78,2014,
FORD MOTOR CR CO,3,06/12/17,580000,580255.2,585638.76,2015,
FORD MOTOR CR CO,2.24,06/15/18,420000,420000,416181.36,2015,
FORD MOTOR CR CO,2.145,01/09/18,971000,971000,967408.27,2015,
FORD MOTOR CR CO,1.7,05/09/16,540000,548537.4,540529.2,2015,
FORD MOTOR CR CO,1.684,09/08/17,460000,460000,454430.78,2015,
FORD MOTOR CR CO,2.551,10/05/18,525000,525000,521271.97,2015,
FORD MOTOR CR CO,4.35,12/08/26,435000,435000,439566.63,2016,
FORD MOTOR CR CO,2.24,06/15/18,420000,420000,420569.1,2016,
FORD MOTOR CR CO,2.94,01/08/19,1060000,1062173,1072096.72,2016,
FORD MOTOR CR CO,1.68,09/08/17,460000,460000,459255.72,2016,
FORD MOTOR CR CO,4.25,02/03/17,555000,556798.2,556092.8,2016,
FORD MOTOR CR CO,2.94,01/08/19,575000,575000,581561.9,2016,
FORD MOTOR CR CO,4.25,02/03/17,3060000,3084413.2,3066025.14,2016,
FORD MOTOR CR CO,1.66,01/17/17,1410000,1411015.71,1410310.2,2016,
FORD MOTOR CR CO,1.72,12/06/17,1500000,1500720,1498866,2016,
FORD MOTOR CR CO,2.24,06/15/18,420000,420000,420397.32,2017,
FORD MOTOR CR CO,2.43,06/12/20,200000,200000,198815,2017,
FORD MOTOR CR CO,2.94,01/08/19,860000,861763,865369.84,2017,
FORD MOTOR CR CO,2.94,01/08/19,375000,375000,377341.5,2017,
FORD MOTOR CR CO,2.29,01/09/18,5467000,5482311.05,5467481.1,2017,
FORD MOTOR CR CO,2.6,11/04/19,1570000,1574819.9,1571026.78,2017,
FORD MOTOR CR CO,2.43,06/12/20,200000,200000,196044,2018,
FORD MOTOR CR CO,2.94,01/08/19,860000,861763,860206.4,2018,
FORD MOTOR CR CO,5.88,08/02/21,400000,424072,424047.6,2018,
FORD MOTOR CR CO,2.94,01/08/19,270000,270000,270064.8,2018,
FORD MOTOR CR CO,2.83,04/05/21,230000,230000,230801.78,2018,
FORD MOTOR CR CO,3.19,08/12/19,2800000,2817808,2812457.2,2018,
FORD MOTOR CR CO,2.6,11/04/19,1570000,1574819.9,1556986.27,2018,
FORD MOTOR CR CO,2.43,06/12/20,200000,200000,199240.8,2019,
FORD MOTOR CR CO,3.81,10/12/21,841000,841000,853650.32,2019,
FORD MOTOR CR CO,3.81,10/12/21,841000,841000,832842.3,2020,
FORD MOTOR CR CO,3.81,10/12/21,841000,841000,847307.5,2021,
FORD MOTOR CR CO,6.8,05/12/28,125000,125712.5,125114.63,2023,
FORD MOTOR CR CO,3.66,09/08/24,220000,211882,212591.7,2023,
FORD MOTOR CR CO,2.7,08/10/26,260000,230697.65,232121.42,2023,
FORTIVE CORP,1.8,06/15/19,330000,330138.9,327947.73,2016,
FORTIVE CORP,1.8,06/15/19,330000,328086,327618.06,2017,
FORTIVE CORP,1.8,06/15/19,330000,328086,326349.21,2018,
FORTIVE CORP,2.5,04/24/19,2000000,1996380,1992758,2018,
FOX CORP 3.666% DUE 01-2,3.67,01/25/22,771000,772888.95,796763.74,2019,
FOX CORP 4.709% 01-25-2029 ,4.71,01/25/29,735000,894450.9,862930.97,2021,
FPL GROUP CAPITAL INC,2.55,11/15/13,255000,254831.7,260701.8,2010,
FPL GROUP CAPITAL INC,2.55,11/15/13,255000,254831.7,259423.99,2011,
FRANCE TELECOM,7.75,03/01/11,400000,429440,428708,2009,
FRANCE TELECOM,4.38,07/08/14,280000,278720.4,292589.36,2009,
FRANCE TELECOM,4.38,07/08/14,280000,278720.4,299172.16,2010,
FRANCE TELECOM,4.38,07/08/14,280000,278720.4,295769.32,2011,
FRANCE TELECOM,4.38,07/08/14,430000,439197.9,452544.04,2012,
FRANCE TELECOM,4.375,07/08/14,1388000,1431376.01,1414227.64,2013,
FREEPORT MC C&G,1.4,02/13/15,1362000,1365087.34,1359145.24,2012,
FREEPORT MC C&G,3.875,03/15/23,600000,585465,567387,2013,
FREEPORT MC C&G,1.4,02/13/15,1460000,1463447,1468148.26,2013,
FREEPORT MC C&G,3.875,03/15/23,600000,585465,565701.6,2014,
FREEPORT MC C&G,2.375,03/15/18,190000,190623.2,187910.95,2014,
FREEPORT MC C&G,2.3,11/14/17,245000,244838.3,245294,2014,
FREEPORT MC C&G,3.875,03/15/23,600000,585465,342000,2015,
FREEPORT MC C&G,2.3,11/14/17,245000,244838.3,208862.5,2015,
FREEPORT MC C&G,4.38,08/01/28,215000,202456.1,202846.05,2023,
FS KKR CAP CORP 1.65% 10-12-20,1.65,10/12/24,100000,99846,88961,2022,
FS KKR CAP CORP 1.65% 10-12-20,1.65,10/12/24,100000,99846,92983.81,2023,
FS KKR CAP CORP 1.65% 10-12-20,3.4,01/15/26,400000,395320,363801.28,2023,
GA GLOBAL FDG TR MEDIUM TERM N,1.71,09/13/24,500000,500000,484111.59,2022,
GA GLOBAL FDG TR MEDIUM TERM N,1,04/08/24,3235000,3089554.4,3051550.17,2022,
GA GLOBAL FDG TR MEDIUM TERM N,5.56,09/13/24,500000,500000,489979.96,2023,
GA GLOBAL FDG TR MEDIUM TERM N,1,04/08/24,3235000,3089554.4,3085076.16,2023,
GALAXY PIPELINE ASSETS B,2.63,03/31/36,320000,320000,258005.04,2023,
GE CAP FDG LLC 4.05% DUE ,4.05,05/15/27,1710000,1708358.4,1802687.06,2020,
GE CAP FDG LLC 4.05% DUE ,4.05,05/15/27,1395000,1569244.58,1578842.38,2021,
GE CAP INTL FDG CO 2.342% DUE,2.34,11/15/20,1025000,1049384.75,1024511.08,2016,
GE CAP INTL FDG CO 2.342% DUE,2.34,11/15/20,1454000,1468103.8,1453306.45,2016,
GE CAP INTL FDG CO 2.342% DUE,2.34,11/15/20,2525000,2546624.75,2513357.23,2017,
GE CAP INTL FDG CO 2.342% DUE,2.34,11/15/20,1454000,1468103.8,1447295.61,2017,
GE CAP INTL FDG CO 2.342% DUE,2.34,11/15/20,255000,257809.95,253824.2,2017,
